Price,Make,Model,Year,Mileage,Transmission,Fuel type,Engine capacity,Condition
"Rs 61,000,000",Toyota,Land Cruiser Prado,2025,50 km,Automatic,Petrol,"2,700 cc",Brand New
"Rs 14,490,000",Toyota,Raize,2025,"14,000 km",Automatic,Hybrid,"1,200 cc",Reconditioned
"Rs 12,000,000",Toyota,Taisor,2026,50 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 14,500,000",Toyota,Raize,2025,3 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 14,900,000",Toyota,Raize,2025,900 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 28,000,000",Toyota,Hilux,2026,3 km,Automatic,Diesel,"2,800 cc",Brand New
"Rs 68,990,000",Toyota,Land Cruiser Prado,2024,"1,000 km",Automatic,Petrol,"2,700 cc",Brand New
"Rs 98,590,000",Toyota,Land Cruiser Sahara,2026,0 km,Automatic,Petrol,"3,500 cc",Brand New
"Rs 7,300,000",Toyota,Axio,2008,"125,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 8,090,000",Toyota,Aqua,2014,"150,000 km",Automatic,Hybrid,"1,500 cc",Used
"Rs 8,550,000",Toyota,Passo,2023,"1,104 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 74,500,000",Toyota,Land Cruiser Sahara,2013,"30,000 km",Automatic,Diesel,"4,500 cc",Reconditioned
"Rs 78,500,000",Toyota,Land Cruiser Prado,2024,"3,000 km",Automatic,Diesel,"2,800 cc",Reconditioned
"Rs 53,000,000",Toyota,Land Cruiser Prado,2023,"9,999 km",Automatic,Petrol,"2,700 cc",Import
"Rs 58,500,000",Toyota,Land Cruiser Prado,2024,"10,000 km",Automatic,Petrol,"2,700 cc",Import
"Rs 11,990,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 11,875,000",Toyota,Taisor,2025,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 14,095,000",Toyota,Raize,2025,8 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 12,490,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 31,500,000",Toyota,Land Cruiser 79,2025,"3,700 km",Manual,Diesel,"2,800 cc",Used
"Rs 6,600,000",Toyota,Avanza,2011,"210,000 km",Manual,Petrol,"1,300 cc",Used
"Rs 21,900,000",Toyota,Land Cruiser Prado,2009,"179,353 km",Automatic,Petrol,"4,000 cc",Reconditioned
"Rs 3,285,000",Toyota,Corolla,1998,"315,520 km",Automatic,Diesel,"1,974 cc",Used
"Rs 12,150,000",Toyota,Raize,2024,"21,567 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 3,800,000",Toyota,Carina,2008,"185,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 11,900,000",Toyota,Hilux,2026,0 km,Manual,Diesel,"2,400 cc",Brand New
"Rs 4,165,000",Toyota,Starlet,1997,"168,323 km",Automatic,Petrol,"1,330 cc",Used
"Rs 54,950,000",Toyota,Land Cruiser,2024,"18,000 km",Tiptronic,Petrol,"2,700 cc",Used
"Rs 8,495,000",Toyota,Passo,2024,"32,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 23,500,000",Toyota,Vellfire,2012,"123,000 km",Automatic,Hybrid,"2,400 cc",Used
"Rs 19,900,000",Toyota,Harrier,2014,"63,500 km",Automatic,Hybrid,"2,490 cc",Used
"Rs 9,600,000",Toyota,Vitz,2017,"29,800 km",Automatic,Petrol,"1,000 cc",Used
"Rs 7,750,000",Toyota,Aqua,2013,"127,000 km",Automatic,Hybrid,"1,500 cc",Used
"Rs 14,750,000",Toyota,Raize,2026,0 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 14,950,000",Toyota,Raize,2026,0 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 16,495,000",Toyota,Yaris Cross,2024,"23,000 km",Automatic,Hybrid,"1,490 cc",Reconditioned
"Rs 12,695,000",Toyota,Raize,2024,"19,000 km",Automatic,Petrol,"1,200 cc",Reconditioned
"Rs 16,695,000",Toyota,Yaris Cross,2024,"23,000 km",Automatic,Hybrid,"1,490 cc",Reconditioned
"Rs 6,900,000",Toyota,Camry,2007,"167,000 km",Automatic,Petrol,"2,300 cc",Used
"Rs 12,100,000",Toyota,Raize,2025,"20,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 7,900,000",Toyota,Vitz,2016,"116,371 km",Automatic,Petrol,"1,000 cc",Used
"Rs 11,750,000",Toyota,Taisor,2026,0 km,Automatic,Hybrid,"1,000 cc",Brand New
"Rs 17,700,000",Toyota,Premio,2019,"79,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 15,000,000",Toyota,CHR,2018,"62,000 km",Tiptronic,Petrol,"1,190 cc",Used
"Rs 14,350,000",Toyota,Raize,2026,0 km,Automatic,Petrol,"1,200 cc",Brand New
"Rs 61,000,000",Toyota,Land Cruiser Prado,2024,"5,000 km",Tiptronic,Petrol,"2,700 cc",Reconditioned
"Rs 13,995,000",Toyota,Raize,2025,0 km,Automatic,Petrol,"1,200 cc",Brand New
"Rs 5,300,000",Toyota,Corolla,2001,"260,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 6,550,000",Toyota,Prius,2008,"107,000 km",Automatic,Hybrid,"1,500 cc",Used
"Rs 13,975,000",Toyota,Raize,2024,100 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 14,895,000",Toyota,Raize,2026,0 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 11,990,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 16,000,000",Toyota,Yaris Cross,2023,"45,000 km",Automatic,Hybrid,"1,500 cc",Import
"Rs 6,900,000",Toyota,Yaris,2008,"163,474 km",Automatic,Petrol,"1,298 cc",Used
"Rs 6,690,000",Toyota,Yaris,2008,"160,879 km",Automatic,Petrol,"1,298 cc",Used
"Rs 6,675,000",Toyota,Other Model,2002,"158,694 km",Automatic,Petrol,"1,596 cc",Used
"Rs 11,200,000",Toyota,Roomy,2025,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 13,000,000",Toyota,CHR,2017,"72,000 km",Automatic,Petrol,"1,200 cc",Used
"Rs 13,590,000",Toyota,Raize,2023,"36,320 km",Automatic,Petrol,"1,196 cc",Used
"Rs 12,065,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 6,600,000",Toyota,Corolla,2008,"71,000 km",Automatic,Petrol,"1,600 cc",Reconditioned
"Rs 7,695,000",Toyota,Pixis,2025,"12,000 km",Automatic,Petrol,660 cc,Reconditioned
"Rs 6,875,000",Toyota,Avanza,2021,"145,470 km",Manual,Petrol,"1,500 cc",Used
"Rs 96,000,000",Toyota,Land Cruiser Sahara,2026,0 km,Tiptronic,Petrol,"3,000 cc",Brand New
"Rs 11,000,000",Toyota,Raize,2020,"80,000 km",Automatic,Petrol,"1,000 cc",Used
"Rs 58,500,000",Toyota,Vellfire,2025,500 km,Automatic,Petrol,"2,500 cc",Brand New
"Rs 12,000,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 51,750,000",Toyota,Land Cruiser Prado,2023,"17,600 km",Automatic,Petrol,"2,700 cc",Reconditioned
"Rs 55,000,000",Toyota,Land Cruiser Sahara,2016,"123,000 km",Automatic,Petrol,"4,600 cc",Used
"Rs 11,490,000",Toyota,Urban Cruiser,2026,0 km,Automatic,Petrol,"1,000 cc",Import
"Rs 10,950,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 10,950,000",Toyota,Taisor,2026,"185,661 km",Automatic,Petrol,"1,000 cc",Brand New
"Rs 31,000,000",Toyota,Land Cruiser Prado,2011,"2,000 km",Automatic,Petrol,"2,755 cc",Used
"Rs 16,900,000",Toyota,Yaris,2024,0 km,Automatic,Hybrid,"1,500 cc",Reconditioned
"Rs 54,000,000",Toyota,Alphard,2025,0 km,Tiptronic,Hybrid,"2,500 cc",Brand New
"Rs 11,800,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 11,650,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 11,950,000",Toyota,Taisor,2026,"107,000 km",Automatic,Petrol,"1,000 cc",Brand New
"Rs 14,500,000",Toyota,Premio,2017,"140,000 km",Automatic,Petrol,"1,500 cc",Reconditioned
"Rs 16,000,000",Toyota,Fortuner,2013,0 km,Automatic,Diesel,"3,000 cc",Used
"Rs 12,065,000",Toyota,Taisor,2026,400 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 17,200,000",Toyota,Yaris,2024,0 km,Automatic,Hybrid,"1,500 cc",Brand New
"Rs 11,390,000",Toyota,Roomy,2025,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 14,390,000",Toyota,Raize,2025,"98,000 km",Automatic,Petrol,"1,200 cc",Brand New
"Rs 7,225,000",Toyota,Vitz,2016,0 km,Automatic,Petrol,"1,000 cc",Used
"Rs 45,000,000",Toyota,RAV4,2026,"3,800 km",Automatic,Petrol,"2,487 cc",Import
"Rs 16,750,000",Toyota,Yaris Cross,2024,"10,000 km",Automatic,Petrol,"1,500 cc",Reconditioned
"Rs 9,350,000",Toyota,Yaris,2023,"18,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 8,750,000",Toyota,Roomy,2023,600 km,Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 13,495,000",Toyota,Raize,2025,0 km,Tiptronic,Hybrid,"1,200 cc",Brand New
"Rs 11,490,000",Toyota,Taisor,2025,"3,000 km",Automatic,Petrol,"1,000 cc",Brand New
"Rs 9,890,000",Toyota,Yaris,2023,"33,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 8,890,000",Toyota,Roomy,2024,"17,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 10,390,000",Toyota,Roomy,2023,"25,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 9,600,000",Toyota,Aqua,2014,"5,000 km",Automatic,Hybrid,"1,500 cc",Used
"Rs 55,000,000",Toyota,Land Cruiser,2024,"15,000 km",Automatic,Petrol,"2,693 cc",Reconditioned
"Rs 9,200,000",Toyota,Roomy,2024,0 km,Automatic,Petrol,"1,000 cc",Import
"Rs 11,950,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 11,950,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 69,500,000",Toyota,Alphard,2025,10 km,Automatic,Petrol,"2,400 cc",Brand New
"Rs 16,500,000",Toyota,Aqua,2026,"5,000 km",Automatic,Hybrid,"1,500 cc",Import
"Rs 16,300,000",Toyota,Corolla,2024,"7,000 km",Automatic,Petrol,"1,500 cc",Import
"Rs 14,000,000",Toyota,Aqua,2024,"93,000 km",Automatic,Hybrid,"1,500 cc",Import
"Rs 13,000,000",Toyota,RAV4,2015,0 km,Automatic,Petrol,"2,400 cc",Used
"Rs 14,150,000",Toyota,Raize,2026,"219,000 km",Automatic,Hybrid,"1,200 cc",Brand New
"Rs 17,500,000",Toyota,Crown,2008,"191,000 km",Automatic,Hybrid,"3,500 cc",Used
"Rs 12,000,000",Toyota,Avensis,2013,"11,000 km",Automatic,Diesel,"2,200 cc",Reconditioned
"Rs 53,500,000",Toyota,Land Cruiser Prado,2023,0 km,Automatic,Petrol,"2,700 cc",Reconditioned
"Rs 31,650,000",Toyota,Voxy,2025,"213,000 km",Automatic,Petrol,"1,800 cc",Brand New
"Rs 6,500,000",Toyota,Prius,2008,"280,000 km",Automatic,Hybrid,"1,500 cc",Used
"Rs 18,800,000",Toyota,Harrier,2014,"75,000 km",Automatic,Hybrid,"2,490 cc",Used
"Rs 8,500,000",Toyota,Vitz,2019,0 km,Automatic,Petrol,"1,000 cc",Used
"Rs 14,650,000",Toyota,Raize,2026,0 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 14,200,000",Toyota,Raize,2026,0 km,Automatic,Petrol,"1,200 cc",Brand New
"Rs 14,250,000",Toyota,Raize,2026,"12,000 km",Automatic,Hybrid,"1,200 cc",Brand New
"Rs 34,900,000",Toyota,Harrier,2025,0 km,Automatic,Petrol,"2,000 cc",Reconditioned
"Rs 92,000,000",Toyota,Land Cruiser Sahara,2026,250 km,Automatic,Petrol,"3,500 cc",Import
"Rs 12,200,000",Toyota,Yaris,2025,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 14,000,000",Toyota,Raize,2026,"11,500 km",Automatic,Hybrid,"1,200 cc",Brand New
"Rs 14,900,000",Toyota,Raize,2024,30 km,Automatic,Hybrid,"1,200 cc",Reconditioned
"Rs 14,800,000",Toyota,Raize,2025,0 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 10,950,000",Toyota,Taisor,2026,5 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 9,850,000",Toyota,Yaris,2025,0 km,Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 14,290,000",Toyota,Raize,2025,0 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 18,200,000",Toyota,Yaris Cross,2026,"130,000 km",Automatic,Hybrid,"1,500 cc",Brand New
"Rs 9,500,000",Toyota,Harrier,2007,"70,000 km",Automatic,Petrol,"2,400 cc",Used
"Rs 11,950,000",Toyota,Raize,2023,0 km,Automatic,Petrol,"1,000 cc",Used
"Rs 30,590,000",Toyota,Hilux,2026,"50,400 km",Automatic,Diesel,"2,800 cc",Brand New
"Rs 48,000,000",Toyota,Alphard,2019,"9,000 km",Automatic,Petrol,"2,490 cc",Used
"Rs 10,375,000",Toyota,Yaris,2023,"204,000 km",Automatic,Petrol,990 cc,Reconditioned
"Rs 5,800,000",Toyota,Corolla,2001,"150,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 7,450,000",Toyota,Aqua,2013,"72,758 km",Automatic,Petrol,"1,500 cc",Used
"Rs 7,895,000",Toyota,Vitz,2017,"73,221 km",Automatic,Petrol,990 cc,Used
"Rs 7,395,000",Toyota,Vitz,2015,"140,000 km",Automatic,Petrol,990 cc,Used
"Rs 9,000,000",Toyota,Premio,2010,0 km,Automatic,Petrol,"1,500 cc",Used
"Rs 14,100,000",Toyota,Raize,2026,"23,500 km",Automatic,Petrol,"1,200 cc",Brand New
"Rs 9,650,000",Toyota,Yaris,2023,0 km,Automatic,Petrol,"1,000 cc",Used
"Rs 11,990,000",Toyota,Taisor,2026,"39,871 km",Automatic,Petrol,"1,000 cc",Brand New
"Rs 7,990,000",Toyota,Aqua,2012,"85,010 km",Automatic,Petrol,"1,490 cc",Used
"Rs 7,890,000",Toyota,Vitz,2016,0 km,Automatic,Petrol,990 cc,Used
"Rs 54,000,000",Toyota,Vellfire,2024,"294,000 km",Automatic,Hybrid,"2,500 cc",Brand New
"Rs 2,000,000",Toyota,Starlet,1990,"107,600 km",Manual,Petrol,"1,200 cc",Used
"Rs 11,065,000",Toyota,Premio,2013,0 km,Automatic,Petrol,"1,500 cc",Used
"Rs 14,400,000",Toyota,Raize,2025,0 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 16,975,000",Toyota,Yaris,2025,"5,000 km",Automatic,Petrol,"1,200 cc",Brand New
"Rs 9,975,000",Toyota,Yaris,2024,"61,000 km",Automatic,Petrol,990 cc,Reconditioned
"Rs 21,500,000",Toyota,Hilux,2020,600 km,Automatic,Diesel,"2,700 cc",Used
"Rs 56,900,000",Toyota,Land Cruiser Prado,2024,0 km,Automatic,Petrol,"2,700 cc",Brand New
"Rs 65,000,000",Toyota,Alphard,2025,0 km,Automatic,Hybrid,"2,500 cc",Brand New
"Rs 27,000,000",Toyota,Other Model,2025,0 km,Automatic,Diesel,"2,800 cc",Brand New
"Rs 87,500,000",Toyota,Land Cruiser Sahara,2026,"22,000 km",Automatic,Petrol,"3,500 cc",Import
"Rs 8,550,000",Toyota,Yaris,2020,"250,000 km",Automatic,Petrol,"1,000 cc",Used
"Rs 2,990,000",Toyota,Corolla,1996,"102,734 km",Manual,Diesel,"2,000 cc",Used
"Rs 14,950,000",Toyota,CHR,2017,"200,000 km",Automatic,Petrol,"1,200 cc",Used
"Rs 1,650,000",Toyota,Corolla,1986,"158,000 km",Manual,Petrol,"1,300 cc",Used
"Rs 6,270,000",Toyota,Belta,2007,"196,000 km",Automatic,Petrol,"1,000 cc",Used
"Rs 11,550,000",Toyota,Vanguard,2013,"159,400 km",Automatic,Petrol,"2,360 cc",Used
"Rs 9,750,000",Toyota,Premio,2010,"15,724 km",Automatic,Petrol,"1,490 cc",Used
"Rs 13,390,000",Toyota,Raize,2025,"3,032 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 14,590,000",Toyota,Raize,2026,"10,000 km",Automatic,Hybrid,"1,200 cc",Reconditioned
"Rs 14,290,000",Toyota,Raize,2025,"42,960 km",Automatic,Hybrid,"1,200 cc",Reconditioned
"Rs 36,500,000",Toyota,Harrier,2019,120 km,Automatic,Petrol,"2,000 cc",Used
"Rs 11,100,000",Toyota,Taisor,2024,"177,000 km",Automatic,Petrol,"1,000 cc",Brand New
"Rs 17,550,000",Toyota,Harrier,2014,10 km,Automatic,Hybrid,"2,490 cc",Used
"Rs 11,650,000",Toyota,Taisor,2025,"35,000 km",Automatic,Petrol,"1,000 cc",Brand New
"Rs 8,690,000",Toyota,Aqua,2014,"147,000 km",Automatic,Hybrid,"1,500 cc",Used
"Rs 3,150,000",Toyota,Starlet,1995,0 km,Manual,Petrol,"1,300 cc",Used
"Rs 42,000,000",Toyota,RAV4,2026,0 km,Automatic,Hybrid,"2,500 cc",Import
"Rs 14,200,000",Toyota,Aqua,2026,"75,600 km",Automatic,Hybrid,"1,500 cc",Import
"Rs 9,600,000",Toyota,Aqua,2016,"260,000 km",Automatic,Hybrid,"1,500 cc",Used
"Rs 9,850,000",Toyota,Prius,2010,0 km,Automatic,Hybrid,"1,800 cc",Used
"Rs 92,000,000",Toyota,Land Cruiser Sahara,2026,"119,000 km",Automatic,Petrol,"3,500 cc",Import
"Rs 10,800,000",Toyota,Premio,2013,"175,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 32,000,000",Toyota,Land Cruiser Prado,2015,"70,000 km",Automatic,Diesel,"3,000 cc",Used
"Rs 8,975,000",Toyota,Yaris,2023,"32,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 13,400,000",Toyota,Corolla,2023,"72,000 km",Automatic,Hybrid,"1,500 cc",Reconditioned
"Rs 8,600,000",Toyota,Yaris,2023,"78,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 8,600,000",Toyota,Yaris,2023,"79,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 8,400,000",Toyota,Roomy,2023,"105,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 8,625,000",Toyota,Yaris,2023,"40,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 7,975,000",Toyota,Passo,2023,"21,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 8,100,000",Toyota,Passo,2024,"190,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 5,150,000",Toyota,Vios,2004,"134,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 13,500,000",Toyota,Land Cruiser Prado,2003,0 km,Automatic,Petrol,"2,700 cc",Used
"Rs 11,950,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 10,600,000",Toyota,Yaris,2026,500 km,Automatic,Petrol,"1,000 cc",Import
"Rs 9,350,000",Toyota,Other Model,2026,"89,000 km",Automatic,Petrol,"1,000 cc",Import
"Rs 42,500,000",Toyota,Land Cruiser Prado,2017,"11,000 km",Tiptronic,Petrol,"2,700 cc",Used
"Rs 13,380,000",Toyota,Raize,2024,"16,526 km",Automatic,Hybrid,"1,200 cc",Reconditioned
"Rs 55,000,000",Toyota,Land Cruiser Prado,2023,0 km,Automatic,Petrol,"2,700 cc",Reconditioned
"Rs 15,200,000",Toyota,Raize,2026,0 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 15,200,000",Toyota,Raize,2026,"10,000 km",Automatic,Hybrid,"1,200 cc",Brand New
"Rs 9,200,000",Toyota,Passo,2023,"135,000 km",Automatic,Petrol,"1,000 cc",Used
"Rs 25,000,000",Toyota,Land Cruiser Prado,2011,"190,000 km",Manual,Diesel,"3,000 cc",Used
"Rs 11,500,000",Toyota,Prius,2013,0 km,Automatic,Hybrid,"1,700 cc",Used
"Rs 22,000,000",Toyota,Yaris Cross,2025,"162,990 km",Automatic,Hybrid,"1,500 cc",Brand New
"Rs 8,650,000",Toyota,Allion,2008,"82,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 32,300,000",Toyota,Land Cruiser Prado,2014,"198,500 km",Automatic,Petrol,"2,700 cc",Used
"Rs 16,450,000",Toyota,Land Cruiser Prado,2007,"158,800 km",Manual,Diesel,"3,000 cc",Used
"Rs 11,750,000",Toyota,Hilux,2008,"197,000 km",Automatic,Diesel,"3,000 cc",Used
"Rs 15,950,000",Toyota,Land Cruiser Prado,2007,"160,000 km",Manual,Diesel,"3,000 cc",Used
"Rs 5,450,000",Toyota,Carina,1999,"95,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 7,500,000",Toyota,Avanza,2011,"14,000 km",Manual,Petrol,"1,300 cc",Used
"Rs 11,875,000",Toyota,Raize,2023,"6,000 km",Automatic,Petrol,"1,000 cc",Used
"Rs 12,850,000",Toyota,Raize,2024,"1,400 km",Automatic,Petrol,"1,200 cc",Used
"Rs 14,400,000",Toyota,Raize,2025,"3,800 km",Automatic,Hybrid,"1,200 cc",Brand New
"Rs 10,550,000",Toyota,Yaris,2024,250 km,Automatic,Petrol,990 cc,Reconditioned
"Rs 13,900,000",Toyota,Raize,2025,250 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 14,400,000",Toyota,Raize,2025,"166,000 km",Automatic,Hybrid,"1,200 cc",Brand New
"Rs 6,450,000",Toyota,Avanza,2011,0 km,Manual,Petrol,"1,300 cc",Used
"Rs 14,500,000",Toyota,Raize,2026,"48,000 km",Automatic,Hybrid,998 cc,Brand New
"Rs 15,000,000",Toyota,CHR,2019,"11,000 km",Automatic,Petrol,"1,190 cc",Used
"Rs 10,350,000",Toyota,Yaris,2024,"18,000 km",Automatic,Petrol,"1,000 cc",Brand New
"Rs 12,250,000",Toyota,Raize,2025,"187,521 km",Automatic,Petrol,"1,000 cc",Brand New
"Rs 12,290,000",Toyota,Land Cruiser Prado,1996,"72,100 km",Automatic,Diesel,"3,000 cc",Used
"Rs 48,000,000",Toyota,Land Cruiser Prado,2015,"224,000 km",Automatic,Diesel,"2,981 cc",Used
"Rs 8,450,000",Toyota,Prius,2009,"234,000 km",Automatic,Hybrid,"1,790 cc",Used
"Rs 5,075,000",Toyota,Vitz,2007,0 km,Automatic,Petrol,"1,000 cc",Used
"Rs 14,500,000",Toyota,Raize,2026,1 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 11,500,000",Toyota,Yaris,2025,"2,500 km",Automatic,Petrol,990 cc,Brand New
"Rs 7,350,000",Toyota,Pixis,2023,0 km,Automatic,Petrol,660 cc,Reconditioned
"Rs 13,300,000",Toyota,Raize,2026,"177,000 km",Automatic,Petrol,"1,000 cc",Brand New
"Rs 5,200,000",Toyota,Carina,1999,0 km,Automatic,Petrol,"1,500 cc",Used
"Rs 15,250,000",Toyota,Raize,2026,0 km,Automatic,Hybrid,"1,200 cc",Brand New
"Rs 14,900,000",Toyota,Raize,2026,"121,000 km",Automatic,Hybrid,"1,200 cc",Brand New
"Rs 16,500,000",Toyota,Land Cruiser Sahara,2003,"81,000 km",Automatic,Petrol,"4,700 cc",Used
"Rs 47,500,000",Toyota,Land Cruiser Sahara,2013,"261,000 km",Automatic,Diesel,"4,500 cc",Used
"Rs 41,500,000",Toyota,Land Cruiser Sahara,2011,"200,000 km",Automatic,Diesel,"4,500 cc",Used
"Rs 9,800,000",Toyota,Hilux,2011,"181,000 km",Manual,Diesel,"2,500 cc",Used
"Rs 7,000,000",Toyota,Axio,2008,"190,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 12,000,000",Toyota,Rush,2018,"145,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 2,750,000",Toyota,Corsa,1991,"80,000 km",Manual,Petrol,"1,390 cc",Used
"Rs 9,050,000",Toyota,Yaris,2023,"99,000 km",Automatic,Petrol,990 cc,Reconditioned
"Rs 5,350,000",Toyota,Vitz,2008,"117,452 km",Automatic,Petrol,"1,000 cc",Used
"Rs 10,690,000",Toyota,Prius,2013,"4,000 km",Automatic,Hybrid,"1,799 cc",Used
"Rs 9,400,000",Toyota,Roomy,2024,"24,000 km",Automatic,Petrol,"1,000 cc",Import
"Rs 59,500,000",Toyota,Land Cruiser Prado,2024,250 km,Automatic,Petrol,"2,700 cc",Import
"Rs 14,500,000",Toyota,Raize,2026,"9,500 km",Automatic,Hybrid,"1,200 cc",Brand New
"Rs 9,100,000",Toyota,Yaris,2023,"84,000 km",Automatic,Petrol,"1,000 cc",Reconditioned
"Rs 7,600,000",Toyota,Aqua,2012,"14,000 km",Automatic,Petrol,"1,490 cc",Used
"Rs 12,900,000",Toyota,Raize,2025,"9,000 km",Automatic,Petrol,"1,000 cc",Import
"Rs 13,900,000",Toyota,Raize,2024,"11,000 km",Automatic,Hybrid,"1,200 cc",Import
"Rs 13,600,000",Toyota,Raize,2024,6 km,Automatic,Hybrid,"1,200 cc",Import
"Rs 14,600,000",Toyota,Raize,2026,"145,000 km",Automatic,Hybrid,"1,200 cc",Import
"Rs 5,175,000",Toyota,Vios,2003,"5,100 km",Automatic,Petrol,"1,500 cc",Used
"Rs 17,500,000",Toyota,Corolla,2025,"100,000 km",Automatic,Petrol,"1,500 cc",Reconditioned
"Rs 2,250,000",Toyota,Sprinter,1990,"89,340 km",Manual,Petrol,"1,500 cc",Used
"Rs 8,000,000",Toyota,Vitz,2017,"197,334 km",Automatic,Petrol,"1,000 cc",Used
"Rs 10,250,000",Toyota,Axio,2015,"2,817 km",Automatic,Hybrid,"1,490 cc",Used
Rs 123,Toyota,Raize,2025,"180,000 km",Automatic,Hybrid,"1,200 cc",Reconditioned
"Rs 4,325,000",Toyota,Vios,2003,"124,000 km",Manual,Petrol,"1,500 cc",Used
"Rs 11,750,000",Toyota,Prius,2015,"164,000 km",Automatic,Hybrid,"1,800 cc",Used
"Rs 6,750,000",Toyota,Prius,2008,"200,000 km",Automatic,Hybrid,"1,497 cc",Used
"Rs 5,850,000",Toyota,Camry,2001,0 km,Automatic,Petrol,"2,900 cc",Used
"Rs 10,100,000",Toyota,Yaris,2026,1 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 11,975,000",Toyota,Taisor,2026,0 km,Automatic,Petrol,"1,000 cc",Brand New
"Rs 11,700,000",Toyota,Taisor,2026,"128,000 km",Automatic,Petrol,"1,000 cc",Brand New
"Rs 9,400,000",Toyota,Axio,2015,"167,200 km",Automatic,Hybrid,"1,490 cc",Used
"Rs 2,950,000",Toyota,Corsa,1993,"49,000 km",Manual,Petrol,"1,500 cc",Used
"Rs 16,000,000",Toyota,Allion,2019,"16,000 km",Automatic,Petrol,"1,500 cc",Used
"Rs 54,500,000",Toyota,Alphard,2024,"160,000 km",Automatic,Hybrid,"2,480 cc",Reconditioned
"Rs 10,700,000",Toyota,Prius,2012,"220,000 km",Automatic,Hybrid,"1,800 cc",Used
"Rs 11,200,000",Toyota,Prius,2013,"60,000 km",Automatic,Hybrid,"1,800 cc",Used
